"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CLMN",0.166877784545133,0,0.310564520147233,0,1,1
"DICER1",56.7796439350346,0.184766433393288,0.372509767988783,0.49600426423946,0.619891402379699,1
"GSC",0.0753109436008983,0,0.310564520147233,0,1,1
"PPP4R4",6.1553968101534,0.186498912499748,0.528042684861878,0.353189084606922,0.723946690479111,1
"ASB2",0.369912613668085,-0.0212663748939209,0.38688921649344,-0.0549676082643712,0.956164269622279,1
"PRIMA1",0.140378572643487,-0.0967015702815447,0.310564520147233,-0.311373527908791,0.755516676004281,1
"BTBD7",13.6564647784044,0.10027390439645,0.430737694685661,0.232795749324021,0.815920013804696,1
"UBR7",4.72319986533291,0.470202077643858,0.490031770692834,0.959533862425001,0.337289869190066,1
"TMEM251",1.32542846364075,0.518502036210835,0.559632846345008,0.926503938425345,0.354184151312542,1
"ITPK1",0.219599280704628,0.14348921603585,0.370812098924934,0.386959369588687,0.698786287602047,1
"GOLGA5",0.494256761013472,0.266948219643599,0.330052957029982,0.808804205378924,0.418627776891246,1
"LGMN",0.970928113554194,-0.0259103755712281,0.530776835105569,-0.0488159502403203,0.96106597087518,1
"RIN3",0.299494249402759,0.00117077059711251,0.387702572942336,0.00301976483732709,0.997590579920951,1
"CPSF2",30.1752819154826,0.295126232203275,0.322817362496305,0.914220443166693,0.360601024246812,1
"ATXN3",4.42283110045625,0.508195983665429,0.5242748635411,0.969331202020502,0.332379966159317,1
"TRIP11",7.29331999226094,0.246731709817934,0.473927974689485,0.520610141192006,0.602638383300629,1
"FBLN5",1.59692311970441,-0.00554193201427248,0.544690841250616,-0.0101744541941409,0.991882100144321,1
"PPP4R3A",196.799724403037,0.225630838897908,0.243071207971727,0.928249959263595,0.353277924791397,1
"CCDC88C",0.0974192168881866,-0.0490631475353224,0.310564520147233,-0.157980530139317,0.874472140741316,1
"DGLUCY",1.00406335032337,0.250468662044153,0.534032042426514,0.469014295295996,0.639059417973125,1
"RPS6KA5",0.120589453701023,-0.00142472478910003,0.310564520147233,-0.00458753236984247,0.996339691588732,1
"TTC7B",37.0222761895215,0.0624173383439424,0.490195542267539,0.127331509493565,0.898678022304076,1
"CALM1",496.599453575006,-0.062359149455674,0.564051074198961,-0.110555856212549,0.911968554454557,1
"PSMC1",62.9815021594406,0.605341304422791,0.350981456810336,1.72471021667081,0.0845797089166894,1
"TDP1",0.296668926121986,0.048528529321489,0.310724507793102,0.156178634463562,0.875892217295764,1
"FOXN3",96.9210697680961,0.229190263244394,0.472722466909741,0.484830485723781,0.627796595692975,1
"TTC8",0.176139259142773,-0.00142472478910002,0.310564520147233,-0.00458753236984244,0.996339691588732,1
"EML5",12.0329774609885,0.887431003780019,0.465249623902264,1.90742981442247,0.0564649516380364,1
"ZC3H14",3.56228497610209,0.545340594749889,0.53699097196609,1.01554890718782,0.309844245740262,1
"PTPN21",7.81998981527597,-0.0461023031832347,0.562867978496975,-0.0819060684644765,0.93472140871958,1
"KCNK10",0.0834388922725665,0,0.310564520147233,0,1,1
"GALC",0.138988697714317,0,0.310564520147233,0,1,1
"FLRT2",7.21429910432946,0.418657976523809,0.500287451391567,0.836834854360823,0.402685402786139,1
"SEL1L",5.12230384507991,0.433753244623537,0.487876301192797,0.88906397700209,0.373968697453003,1
"STON2",0.103769982722815,0.0462136979571222,0.310564520147233,0.148805465399631,0.881707137893346,1
"GTF2A1",76.4167381723264,0.0774160979280863,0.343008850645676,0.225697085606856,0.82143702495626,1
"CEP128",1.82484196574778,-0.580129172445434,0.501928765386669,-1.15579981154999,0.247763050150937,1
"DIO2",1.00484958110242,-0.431367088740648,0.489198740292062,-0.881782909913284,0.377894215239498,1
"LOC114591398",0.795816580757762,0.110714340905295,0.39225587785463,0.282250304344261,0.777751588328188,1
"LOC114590994",0.430281807867437,0.0755611723603445,0.328134840622689,0.230274762097664,0.817878270606607,1
"SNW1",106.009109298223,0.240537985257325,0.212788841050139,1.13040695212324,0.258304786041047,1
"SPTLC2",0.682728649876997,0.226267689656154,0.397173205413166,0.569695252782159,0.568884410424409,1
"AHSA1",0.973007826577841,-0.00137636116577471,0.558202961792884,-0.00246570022013855,0.998032657856251,1
"VIPAS39",0.0890355527898639,0.0462136979571222,0.310564520147233,0.148805465399631,0.881707137893345,1
"GSTZ1",0.131831994664955,-0.0490631475353224,0.310564520147233,-0.157980530139317,0.874472140741315,1
"POMT2",0.68985419636561,0.187038761289911,0.443555911210795,0.421680235935404,0.673258432342002,1
"TMEM63C",0.958190576799888,0.601919745339807,0.441160052265487,1.36440219881372,0.172441016254976,1
"IRF2BPL",393.2175374084,0.30668512909635,0.454283497484425,0.675096345772201,0.499614555153582,1
"ANGEL1",0.231950973316259,0.0485285496133603,0.310724507885553,0.156178699722117,0.875892165858139,1
"VASH1",11.8175793486338,0.509715134530811,0.432150722342439,1.17948462926995,0.238205253702931,1
"ESRRB",0.147919998721823,0.0462136979571223,0.310564520147233,0.148805465399632,0.881707137893345,1
"GPATCH2L",0.423616789597885,0.110628567394332,0.480993397535569,0.230000178715866,0.818091630843546,1
"IFT43",0.182664462652344,-0.00142472478910004,0.310564520147233,-0.0045875323698425,0.996339691588732,1
"TGFB3",0.732935530306487,0.456635114576651,0.525542763687317,0.868882888564203,0.38491118979657,1
"TTLL5",0.438797519297723,0.320858239057125,0.389509730141378,0.823748970123713,0.410082208238846,1
"ERG28",0.306704416584511,0.0717351843999094,0.385498711405289,0.186084109434264,0.85237880310508,1
"JDP2",19.5881923887691,-0.500553904044684,0.499757939018899,-1.00159270111316,0.316540347584439,1
"FOS",13.5146806818917,-2.01650121778891,0.55764680208399,-3.6160903465294,0.000299086026874767,0.501459643600574
"LOC114591843",0.597721457529929,0.251546021599825,0.48734402212859,0.516156985985256,0.605744769832365,1
"LOC114591848",12.7838706678439,0.563784028193323,0.517851630278602,1.08869798843736,0.276287089164758,1
